Timestamp,Motor ID,Position,Speed,Current,Temperature,Error Code
2024-12-04 17:45:33.514,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.526,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.537,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.547,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.558,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.569,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:33.580,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.591,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.602,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.613,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.625,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.637,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.649,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.660,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.671,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:33.682,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.693,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.704,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.717,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.728,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.740,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.752,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.764,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:33.777,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:33.789,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.805,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.816,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.827,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.838,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.849,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.861,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.872,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.885,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.896,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.908,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.920,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.930,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:33.941,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.952,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:33.963,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.973,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.985,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:33.997,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.007,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.020,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.031,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.043,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.054,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.065,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.075,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.086,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.104,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.117,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.127,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.138,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.155,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.167,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.178,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.189,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.204,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.219,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.237,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.248,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.259,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.271,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.282,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.294,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:34.306,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:34.318,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:34.330,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.340,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.353,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.364,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.376,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.389,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.400,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.415,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.427,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.438,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.448,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.459,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.471,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:34.481,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.493,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.504,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.516,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:34.530,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.542,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:34.552,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.564,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.574,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.585,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.596,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.607,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:34.618,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.629,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.641,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.653,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.664,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.675,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.686,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.697,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.707,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:34.718,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.731,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.742,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.752,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.764,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.776,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.786,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.798,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.809,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.819,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.830,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.842,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.853,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.864,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.875,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.885,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.896,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:34.906,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.917,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.930,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.941,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.952,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.963,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.974,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.986,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:34.997,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.008,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:35.021,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.032,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.042,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.053,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.064,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.075,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.086,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.098,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.109,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.120,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.131,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.144,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.155,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:35.167,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.178,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.190,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:35.201,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.212,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.223,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.234,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.246,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.256,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.268,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.279,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.290,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.324,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.336,1,-361.0,-10.0,0.0,32,0
2024-12-04 17:45:35.347,1,-361.0,10.0,0.0,32,0
2024-12-04 17:45:35.357,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.368,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.379,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.390,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.402,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.413,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.426,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.437,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.450,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.460,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.471,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.482,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.494,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.505,1,-361.0,0.0,0.0,32,0
2024-12-04 17:45:35.516,1,-361.0,10.0,0.0,32,0
